customer_id,account_age_days,avg_transaction_amount,transaction_frequency_per_week,historical_chargebacks,historical_refunds,home_city,home_country
CUST_06639,554,571.04,3.73,0,0,Mumbai,IN
CUST_06640,1205,314.1,1.69,0,0,Pune,IN
CUST_06641,616,213.78,3.12,0,0,Kolkata,IN
CUST_06642,123,950.53,3.88,0,0,Delhi,IN
CUST_06643,1751,508.96,2.05,0,0,Pune,IN
CUST_06644,1015,227.82,1.5,0,0,Kolkata,IN
CUST_06645,1767,576.18,3.83,0,1,Mumbai,IN
CUST_06646,788,486.19,0.18,0,1,Kolkata,IN
CUST_06647,91,738.59,2.61,0,1,Ahmedabad,IN
CUST_06648,422,184.46,1.32,0,1,Chennai,IN
CUST_06649,378,347.28,1.37,2,2,Kolkata,IN
CUST_06650,1091,497.54,2.62,0,1,Kolkata,IN
CUST_06651,1353,775.71,1.83,0,0,Mumbai,IN
CUST_06652,65,554.11,4.28,1,1,Pune,IN
CUST_06653,1920,1186.2,2.99,0,0,Hyderabad,IN
CUST_06654,1864,363.8,3.5,0,0,Mumbai,IN
CUST_06655,1890,438.45,1.34,0,0,Hyderabad,IN
CUST_06656,1660,480.08,4.59,0,1,Pune,IN
CUST_06657,1551,273.08,2.32,0,0,Chennai,IN
CUST_06658,699,365.08,1.23,1,0,Mumbai,IN
CUST_06659,1774,1059.6,2.16,0,0,Kolkata,IN
CUST_06660,1603,184.32,6.78,0,0,Kolkata,IN
CUST_06661,1654,406.34,4.35,0,0,Mumbai,IN
CUST_06662,1134,502.81,3.86,0,0,Delhi,IN
CUST_06663,1951,187.58,2.74,0,0,Kolkata,IN
CUST_06664,1759,343.46,4.27,0,0,Pune,IN
CUST_06665,869,753.88,1.2,0,0,Ahmedabad,IN
CUST_06666,333,880.47,1.4,0,0,Pune,IN
CUST_06667,958,312.13,2.76,4,1,Kolkata,IN
CUST_06668,271,719.63,6.06,0,1,Chennai,IN
CUST_06669,575,1384.2,3.38,0,0,Mumbai,IN
CUST_06670,176,238.26,2.56,0,0,Pune,IN
CUST_06671,1580,380.27,3.08,0,0,Chennai,IN
CUST_06672,692,462.42,1.57,0,1,Pune,IN
CUST_06673,80,622.55,8.35,0,0,Kolkata,IN
CUST_06674,741,1372.97,6.27,0,0,Pune,IN
CUST_06675,1351,1631.89,0.57,0,0,Pune,IN
CUST_06676,1603,410.13,6.95,0,1,Pune,IN
CUST_06677,255,293.72,0.59,0,0,Mumbai,IN
CUST_06678,1165,695.69,6.48,1,0,Pune,IN
CUST_06679,1713,706.02,1.16,0,0,Hyderabad,IN
CUST_06680,1736,555.33,2.57,0,1,Pune,IN
CUST_06681,909,377.0,2.84,0,1,Bangalore,IN
CUST_06682,36,578.9,3.58,0,0,Ahmedabad,IN
CUST_06683,19,2655.98,1.46,4,0,Ahmedabad,IN
CUST_06684,76,97.24,2.8,0,0,Ahmedabad,IN
CUST_06685,984,791.24,2.62,0,0,Hyderabad,IN
CUST_06686,837,1085.98,1.26,0,1,Chennai,IN
CUST_06687,1187,2066.14,2.7,0,0,Mumbai,IN
CUST_06688,567,420.65,4.67,0,0,Delhi,IN
CUST_06689,1953,1876.75,1.19,0,0,Hyderabad,IN
CUST_06690,903,444.45,8.18,0,0,Delhi,IN
CUST_06691,529,287.74,1.71,0,0,Bangalore,IN
CUST_06692,532,645.05,2.13,2,1,Pune,IN
CUST_06693,261,1630.01,2.79,0,0,Ahmedabad,IN
CUST_06694,1291,254.32,9.36,1,1,Chennai,IN
CUST_06695,301,1765.39,1.09,3,1,Bangalore,IN
CUST_06696,477,887.49,8.35,0,1,Mumbai,IN
CUST_06697,1341,1241.02,4.32,3,1,Delhi,IN
CUST_06698,378,366.37,3.55,0,0,Mumbai,IN
CUST_06699,1188,252.74,1.76,0,0,Ahmedabad,IN
CUST_06700,86,200.71,1.74,1,1,Hyderabad,IN
CUST_06701,125,207.07,1.31,0,0,Chennai,IN
CUST_06702,1998,1067.4,1.46,0,0,Pune,IN
CUST_06703,34,2120.97,0.62,0,1,Pune,IN
CUST_06704,1107,352.0,9.92,0,0,Hyderabad,IN
CUST_06705,1230,2375.94,6.17,0,0,Mumbai,IN
CUST_06706,717,265.02,2.3,0,1,Chennai,IN
CUST_06707,159,666.56,3.53,1,0,Delhi,IN
CUST_06708,232,1065.86,2.81,0,0,Ahmedabad,IN
CUST_06709,486,254.73,8.52,0,0,Delhi,IN
CUST_06710,668,206.21,3.1,0,1,Chennai,IN
CUST_06711,1699,484.14,1.82,0,0,Hyderabad,IN
CUST_06712,147,365.14,2.45,0,0,Kolkata,IN
CUST_06713,1794,312.99,6.93,0,0,Kolkata,IN
CUST_06714,294,367.46,1.65,0,1,Pune,IN
CUST_06715,669,305.93,2.78,0,1,Mumbai,IN
CUST_06716,687,299.71,2.23,0,0,Hyderabad,IN
CUST_06717,1838,314.2,4.04,0,0,Kolkata,IN
CUST_06718,964,127.54,6.08,0,0,Hyderabad,IN
CUST_06719,1274,378.92,2.72,0,0,Pune,IN
CUST_06720,329,2628.88,3.32,0,0,Mumbai,IN
CUST_06721,92,1624.22,5.17,0,0,Hyderabad,IN
CUST_06722,1906,744.39,4.71,0,1,Pune,IN
CUST_06723,1868,614.35,0.59,0,0,Bangalore,IN
CUST_06724,218,550.01,7.28,0,0,Mumbai,IN
CUST_06725,1655,572.61,2.27,0,0,Chennai,IN
CUST_06726,1047,2100.27,1.21,0,0,Hyderabad,IN
CUST_06727,1925,173.21,1.21,0,0,Hyderabad,IN
CUST_06728,776,614.44,3.81,0,0,Chennai,IN
CUST_06729,1346,2018.15,1.99,0,0,Mumbai,IN
CUST_06730,781,225.56,3.2,0,1,Bangalore,IN
CUST_06731,1957,770.86,0.86,0,1,Delhi,IN
CUST_06732,1964,838.77,3.84,0,0,Delhi,IN
CUST_06733,1158,310.9,7.0,0,0,Chennai,IN
CUST_06734,1104,1031.8,8.98,0,0,Kolkata,IN
CUST_06735,1736,270.77,1.41,2,0,Delhi,IN
CUST_06736,1244,939.02,8.3,0,0,Mumbai,IN
CUST_06737,1351,308.35,4.35,0,1,Ahmedabad,IN
CUST_06738,650,1734.17,1.85,0,0,Ahmedabad,IN
CUST_06739,400,372.08,1.05,1,2,Pune,IN
CUST_06740,1866,889.62,5.64,0,0,Pune,IN
CUST_06741,674,535.75,1.69,0,1,Chennai,IN
CUST_06742,1637,719.79,5.5,0,0,Chennai,IN
CUST_06743,473,596.48,2.86,0,0,Hyderabad,IN
CUST_06744,645,628.26,0.98,0,1,Ahmedabad,IN
CUST_06745,1420,833.13,9.1,0,0,Delhi,IN
CUST_06746,912,99.24,3.91,0,0,Chennai,IN
CUST_06747,742,1154.3,3.73,0,0,Kolkata,IN
CUST_06748,721,904.81,1.97,0,0,Delhi,IN
CUST_06749,1874,343.15,2.16,0,0,Delhi,IN
CUST_06750,1339,229.15,2.34,0,0,Hyderabad,IN
CUST_06751,1240,445.63,0.58,1,0,Ahmedabad,IN
CUST_06752,920,337.86,4.78,0,0,Chennai,IN
CUST_06753,471,321.19,1.42,1,0,Kolkata,IN
CUST_06754,1896,908.61,4.0,0,0,Bangalore,IN
CUST_06755,1591,526.65,4.57,0,1,Chennai,IN
CUST_06756,1381,800.68,1.35,0,0,Kolkata,IN
CUST_06757,1241,325.38,1.15,0,0,Bangalore,IN
CUST_06758,1630,800.94,0.82,0,1,Pune,IN
CUST_06759,700,432.96,1.63,0,0,Pune,IN
CUST_06760,242,405.58,1.58,0,1,Hyderabad,IN
CUST_06761,837,532.09,3.6,0,0,Delhi,IN
CUST_06762,1035,341.96,4.82,0,0,Kolkata,IN
CUST_06763,1180,314.13,1.93,0,0,Bangalore,IN
CUST_06764,1296,222.76,2.67,0,0,Ahmedabad,IN
CUST_06765,1843,397.17,4.58,0,0,Chennai,IN
CUST_06766,1795,1340.93,0.16,0,0,Bangalore,IN
CUST_06767,32,756.42,1.27,0,0,Ahmedabad,IN
CUST_06768,248,549.73,1.01,0,0,Bangalore,IN
CUST_06769,540,1369.44,1.92,0,0,Kolkata,IN
CUST_06770,1522,627.76,7.44,0,0,Ahmedabad,IN
CUST_06771,259,359.99,2.76,0,0,Delhi,IN
CUST_06772,1708,290.61,0.71,4,1,Mumbai,IN
CUST_06773,50,370.69,3.88,0,0,Kolkata,IN
CUST_06774,150,736.78,1.41,0,0,Bangalore,IN
CUST_06775,1055,522.98,3.11,0,0,Bangalore,IN
CUST_06776,1852,606.55,2.11,0,2,Kolkata,IN
CUST_06777,726,627.41,3.1,0,0,Kolkata,IN
CUST_06778,824,1337.52,0.77,0,0,Bangalore,IN
CUST_06779,1459,468.27,0.5,0,0,Chennai,IN
CUST_06780,244,750.01,2.46,0,0,Pune,IN
CUST_06781,1838,1070.19,1.63,0,0,Hyderabad,IN
CUST_06782,1212,543.7,3.22,0,0,Hyderabad,IN
CUST_06783,1480,478.36,3.65,0,0,Delhi,IN
CUST_06784,152,2084.22,1.73,0,0,Mumbai,IN
CUST_06785,1946,372.02,0.52,0,1,Hyderabad,IN
CUST_06786,1866,707.86,1.45,0,0,Ahmedabad,IN
CUST_06787,1292,217.14,5.04,0,0,Kolkata,IN
CUST_06788,1517,1601.01,1.02,0,0,Ahmedabad,IN
CUST_06789,593,784.53,5.71,0,0,Kolkata,IN
CUST_06790,1434,325.66,2.49,0,1,Ahmedabad,IN
CUST_06791,1503,1141.42,2.01,0,0,Bangalore,IN
CUST_06792,1483,994.46,2.98,0,0,Bangalore,IN
CUST_06793,312,839.75,3.41,0,1,Delhi,IN
CUST_06794,1216,449.76,2.05,0,0,Mumbai,IN
CUST_06795,1381,2088.94,0.99,0,0,Hyderabad,IN
CUST_06796,777,926.49,1.75,0,1,Ahmedabad,IN
CUST_06797,899,494.55,1.52,0,0,Hyderabad,IN
CUST_06798,1042,896.0,2.08,0,1,Bangalore,IN
CUST_06799,1935,238.49,5.23,0,0,Pune,IN
CUST_06800,476,1162.67,2.92,0,0,Delhi,IN
CUST_06801,1011,873.83,2.99,0,0,Pune,IN
CUST_06802,99,760.57,1.23,0,2,Hyderabad,IN
CUST_06803,585,479.97,7.38,0,0,Kolkata,IN
CUST_06804,787,395.75,12.69,0,0,Hyderabad,IN
CUST_06805,1551,123.51,0.25,0,1,Hyderabad,IN
CUST_06806,1953,772.86,2.55,0,0,Bangalore,IN
CUST_06807,86,587.36,0.4,0,1,Bangalore,IN
CUST_06808,882,1064.54,7.87,0,0,Chennai,IN
CUST_06809,1178,468.07,2.11,0,0,Pune,IN
CUST_06810,204,780.4,2.05,0,0,Hyderabad,IN
CUST_06811,584,483.31,1.38,0,0,Hyderabad,IN
CUST_06812,243,819.98,2.22,2,0,Bangalore,IN
CUST_06813,561,406.0,1.55,0,0,Pune,IN
CUST_06814,899,445.88,0.7,0,1,Ahmedabad,IN
CUST_06815,1814,346.8,1.3,0,0,Chennai,IN
CUST_06816,591,1001.13,1.79,0,1,Bangalore,IN
CUST_06817,1242,587.43,1.24,1,0,Pune,IN
CUST_06818,1894,295.16,1.57,0,0,Delhi,IN
CUST_06819,1365,1067.79,8.81,0,0,Chennai,IN
CUST_06820,289,483.56,2.84,0,0,Pune,IN
CUST_06821,424,573.49,1.04,0,0,Delhi,IN
CUST_06822,57,754.21,2.69,0,0,Bangalore,IN
CUST_06823,1966,492.86,4.83,0,0,Mumbai,IN
CUST_06824,14,386.84,3.65,0,1,Chennai,IN
CUST_06825,1705,66.97,1.6,0,0,Ahmedabad,IN
CUST_06826,757,155.08,5.16,2,0,Mumbai,IN
CUST_06827,578,817.88,1.71,0,0,Chennai,IN
CUST_06828,1500,788.96,1.67,0,0,Kolkata,IN
CUST_06829,1067,130.73,3.64,0,0,Ahmedabad,IN
CUST_06830,1702,656.97,0.51,0,0,Bangalore,IN
CUST_06831,605,796.52,1.21,0,0,Ahmedabad,IN
CUST_06832,1467,665.34,5.31,0,0,Delhi,IN
CUST_06833,911,712.61,3.47,0,1,Delhi,IN
CUST_06834,1011,761.19,7.08,0,1,Kolkata,IN
CUST_06835,178,336.4,5.63,0,0,Pune,IN
CUST_06836,571,716.15,2.82,0,0,Bangalore,IN
CUST_06837,1984,241.52,2.19,0,0,Delhi,IN
CUST_06838,1646,478.97,2.88,0,0,Hyderabad,IN
CUST_06839,1525,1278.18,0.36,0,0,Delhi,IN
CUST_06840,1490,409.02,4.07,0,0,Chennai,IN
CUST_06841,670,443.39,4.55,0,1,Delhi,IN
CUST_06842,1039,673.9,2.75,0,1,Bangalore,IN
CUST_06843,566,196.72,0.94,0,1,Hyderabad,IN
CUST_06844,1292,491.94,2.57,0,0,Ahmedabad,IN
CUST_06845,1448,242.14,2.6,0,0,Delhi,IN
CUST_06846,1828,551.2,1.63,0,1,Hyderabad,IN
CUST_06847,888,383.36,4.69,0,0,Mumbai,IN
CUST_06848,1910,1478.5,4.07,0,0,Delhi,IN
CUST_06849,390,1193.07,0.45,0,0,Hyderabad,IN
CUST_06850,1944,831.58,3.74,0,0,Mumbai,IN
CUST_06851,504,280.1,1.7,0,0,Mumbai,IN
CUST_06852,1201,370.09,2.23,0,1,Bangalore,IN
CUST_06853,1787,577.84,1.46,0,0,Kolkata,IN
CUST_06854,1380,159.3,2.13,0,0,Chennai,IN
CUST_06855,544,581.82,0.83,0,0,Chennai,IN
CUST_06856,311,511.56,5.19,0,0,Ahmedabad,IN
CUST_06857,1667,932.86,3.42,0,1,Ahmedabad,IN
CUST_06858,1503,1957.6,7.41,4,1,Bangalore,IN
CUST_06859,579,982.46,1.75,0,3,Ahmedabad,IN
CUST_06860,407,153.8,1.49,0,0,Bangalore,IN
CUST_06861,1948,1196.2,1.25,0,0,Delhi,IN
CUST_06862,7,303.21,8.03,4,0,Chennai,IN
CUST_06863,138,410.28,4.53,0,1,Kolkata,IN
CUST_06864,1143,650.27,2.97,0,0,Ahmedabad,IN
CUST_06865,1455,1402.0,4.35,2,1,Chennai,IN
CUST_06866,80,402.5,0.41,0,0,Bangalore,IN
CUST_06867,1409,1186.16,0.55,1,1,Kolkata,IN
CUST_06868,1257,787.08,0.41,0,1,Pune,IN
CUST_06869,1293,229.0,0.35,0,0,Kolkata,IN
CUST_06870,1307,653.75,1.38,0,0,Chennai,IN
CUST_06871,992,137.7,2.51,0,1,Hyderabad,IN
CUST_06872,1798,584.62,5.22,0,0,Bangalore,IN
CUST_06873,1722,535.92,1.29,0,1,Pune,IN
CUST_06874,1793,664.12,3.37,0,1,Chennai,IN
CUST_06875,1369,1396.14,1.09,0,0,Pune,IN
CUST_06876,1004,279.57,4.79,0,0,Ahmedabad,IN
CUST_06877,1225,376.42,12.71,0,0,Kolkata,IN
CUST_06878,1113,979.73,4.13,0,0,Hyderabad,IN
CUST_06879,606,329.5,10.02,0,1,Ahmedabad,IN
CUST_06880,449,424.08,11.81,0,1,Delhi,IN
CUST_06881,1973,784.29,1.28,0,1,Delhi,IN
CUST_06882,860,245.75,1.94,0,1,Pune,IN
CUST_06883,667,445.95,2.26,0,2,Ahmedabad,IN
CUST_06884,1357,498.45,1.92,0,0,Chennai,IN
CUST_06885,238,409.1,1.88,0,1,Kolkata,IN
CUST_06886,952,583.81,7.01,0,0,Bangalore,IN
CUST_06887,1353,784.95,3.09,0,0,Hyderabad,IN
CUST_06888,712,233.09,6.19,0,0,Delhi,IN
CUST_06889,1444,125.28,3.98,0,0,Kolkata,IN
CUST_06890,1585,898.67,2.34,0,0,Bangalore,IN
CUST_06891,1721,151.93,1.15,0,0,Ahmedabad,IN
CUST_06892,1231,600.01,2.92,0,0,Ahmedabad,IN
CUST_06893,1408,358.47,4.73,1,1,Kolkata,IN
CUST_06894,60,601.34,3.21,0,0,Chennai,IN
CUST_06895,549,483.63,2.58,0,1,Pune,IN
CUST_06896,1823,371.33,13.49,0,0,Chennai,IN
CUST_06897,125,557.62,6.93,0,0,Kolkata,IN
CUST_06898,536,628.76,0.61,0,0,Hyderabad,IN
CUST_06899,843,296.02,3.96,0,0,Hyderabad,IN
CUST_06900,1657,647.36,2.74,0,0,Kolkata,IN
CUST_06901,871,207.81,3.32,0,0,Ahmedabad,IN
CUST_06902,534,453.22,2.33,0,0,Kolkata,IN
CUST_06903,550,128.01,6.75,0,1,Mumbai,IN
CUST_06904,1492,821.44,1.28,0,0,Ahmedabad,IN
CUST_06905,696,2214.91,6.96,0,1,Chennai,IN
CUST_06906,632,247.95,1.35,0,0,Mumbai,IN
CUST_06907,840,185.82,2.71,0,1,Ahmedabad,IN
CUST_06908,1173,299.3,12.42,0,0,Chennai,IN
CUST_06909,1098,393.35,2.56,0,0,Bangalore,IN
CUST_06910,1597,2169.3,3.71,1,0,Chennai,IN
CUST_06911,1942,852.59,0.59,0,0,Delhi,IN
CUST_06912,265,563.19,5.6,0,1,Hyderabad,IN
CUST_06913,1947,261.13,3.49,0,0,Mumbai,IN
CUST_06914,1644,543.09,2.8,3,0,Mumbai,IN
CUST_06915,185,318.8,1.43,0,0,Kolkata,IN
CUST_06916,1869,494.13,1.3,0,0,Hyderabad,IN
CUST_06917,1571,213.14,2.57,0,0,Hyderabad,IN
CUST_06918,1342,935.86,4.79,0,0,Delhi,IN
CUST_06919,1063,570.58,2.88,0,0,Mumbai,IN
CUST_06920,742,577.44,3.82,2,1,Chennai,IN
CUST_06921,322,226.63,1.44,0,0,Chennai,IN
CUST_06922,1761,153.32,3.13,2,1,Kolkata,IN
CUST_06923,595,142.8,3.72,0,0,Chennai,IN
CUST_06924,1866,552.16,0.62,0,1,Bangalore,IN
CUST_06925,679,603.09,4.59,0,2,Hyderabad,IN
CUST_06926,442,697.63,3.88,0,0,Kolkata,IN
CUST_06927,1926,2630.77,2.25,0,0,Chennai,IN
CUST_06928,74,325.69,3.76,0,1,Mumbai,IN
CUST_06929,1547,2254.55,2.09,0,1,Mumbai,IN
CUST_06930,1028,437.91,3.34,0,0,Delhi,IN
CUST_06931,1621,1500.18,1.71,2,0,Kolkata,IN
CUST_06932,87,150.26,3.54,1,1,Ahmedabad,IN
CUST_06933,580,160.44,2.69,0,1,Bangalore,IN
CUST_06934,50,348.33,5.5,0,0,Pune,IN
CUST_06935,1294,180.19,0.75,0,0,Chennai,IN
CUST_06936,70,996.62,4.44,0,1,Chennai,IN
CUST_06937,1536,737.12,3.38,0,0,Pune,IN
CUST_06938,1666,803.71,9.85,0,1,Delhi,IN
CUST_06939,1343,400.0,4.4,0,1,Kolkata,IN
CUST_06940,269,180.34,2.11,0,0,Kolkata,IN
CUST_06941,1766,580.03,4.39,0,1,Pune,IN
CUST_06942,157,371.61,2.67,0,1,Delhi,IN
CUST_06943,1034,862.0,2.82,2,0,Delhi,IN
CUST_06944,42,363.91,9.92,0,0,Kolkata,IN
CUST_06945,1521,343.09,2.8,0,0,Mumbai,IN
CUST_06946,196,93.98,2.65,0,0,Bangalore,IN
CUST_06947,398,515.49,5.21,0,0,Kolkata,IN
CUST_06948,1608,439.6,4.27,0,0,Pune,IN
CUST_06949,871,476.31,1.1,0,0,Hyderabad,IN
CUST_06950,619,1874.59,4.1,0,0,Mumbai,IN
CUST_06951,940,454.79,0.87,0,0,Pune,IN
CUST_06952,205,908.98,1.93,0,0,Chennai,IN
CUST_06953,1986,1325.6,7.23,0,0,Pune,IN
CUST_06954,772,1973.89,10.58,0,1,Ahmedabad,IN
CUST_06955,880,512.18,3.96,0,1,Pune,IN
CUST_06956,456,254.11,4.69,0,0,Delhi,IN
CUST_06957,1149,261.99,7.69,0,0,Kolkata,IN
CUST_06958,990,258.01,2.07,0,0,Pune,IN
CUST_06959,1859,726.62,4.35,0,1,Pune,IN
CUST_06960,784,212.54,1.2,0,1,Chennai,IN
CUST_06961,1018,1640.48,0.72,0,0,Mumbai,IN
CUST_06962,1949,1695.77,2.05,0,1,Kolkata,IN
CUST_06963,1563,1387.06,2.17,0,0,Hyderabad,IN
CUST_06964,927,719.52,0.15,0,0,Delhi,IN
CUST_06965,1184,273.23,6.08,0,0,Chennai,IN
CUST_06966,814,309.79,1.52,0,0,Mumbai,IN
CUST_06967,916,382.42,2.38,0,0,Chennai,IN
CUST_06968,977,725.17,3.77,0,0,Hyderabad,IN
CUST_06969,1317,2884.28,1.16,0,0,Delhi,IN
CUST_06970,681,402.53,2.53,0,0,Pune,IN
CUST_06971,1659,1182.9,0.85,0,0,Bangalore,IN
CUST_06972,196,815.01,0.7,0,0,Delhi,IN
CUST_06973,426,605.79,1.26,0,1,Bangalore,IN
CUST_06974,1216,453.94,2.24,0,0,Ahmedabad,IN
CUST_06975,172,615.0,3.23,0,0,Chennai,IN
CUST_06976,826,516.91,4.16,0,0,Bangalore,IN
CUST_06977,1072,824.72,1.43,0,1,Ahmedabad,IN
CUST_06978,121,871.33,3.96,0,0,Chennai,IN
CUST_06979,517,456.84,6.14,0,1,Ahmedabad,IN
CUST_06980,638,1383.38,6.82,0,0,Kolkata,IN
CUST_06981,1709,278.37,1.93,0,0,Hyderabad,IN
CUST_06982,75,215.49,1.45,0,0,Bangalore,IN
CUST_06983,1412,191.49,1.33,0,0,Hyderabad,IN
CUST_06984,1785,296.53,2.37,0,0,Kolkata,IN
CUST_06985,550,560.86,2.97,0,0,Mumbai,IN
CUST_06986,1547,450.48,4.06,1,1,Chennai,IN
CUST_06987,1118,2691.98,3.67,0,1,Ahmedabad,IN
CUST_06988,642,163.63,2.64,0,0,Ahmedabad,IN
CUST_06989,660,352.6,3.22,0,0,Chennai,IN
CUST_06990,1452,246.3,0.28,0,0,Ahmedabad,IN
CUST_06991,1054,271.96,3.7,0,0,Ahmedabad,IN
CUST_06992,1887,480.84,1.16,0,0,Delhi,IN
CUST_06993,872,905.16,0.31,0,0,Delhi,IN
CUST_06994,770,748.02,4.1,0,0,Delhi,IN
CUST_06995,1551,247.11,1.42,0,0,Bangalore,IN
CUST_06996,332,162.07,4.25,0,0,Mumbai,IN
CUST_06997,341,300.59,1.42,0,1,Delhi,IN
CUST_06998,897,280.81,1.47,0,0,Chennai,IN
CUST_06999,80,228.13,0.58,0,1,Delhi,IN
CUST_07000,1015,2535.12,4.16,0,1,Kolkata,IN
CUST_07001,1283,275.27,4.86,0,1,Bangalore,IN
CUST_07002,287,607.81,4.43,0,1,Ahmedabad,IN
CUST_07003,818,733.58,3.51,0,2,Kolkata,IN
CUST_07004,608,577.99,2.06,0,1,Mumbai,IN
CUST_07005,892,427.0,2.56,0,0,Delhi,IN
CUST_07006,1475,251.37,1.93,0,0,Pune,IN
CUST_07007,1071,175.57,7.64,0,1,Pune,IN
CUST_07008,1260,727.06,1.6,0,1,Hyderabad,IN
CUST_07009,1155,462.75,1.34,0,0,Hyderabad,IN
CUST_07010,290,772.48,2.82,0,0,Bangalore,IN
CUST_07011,1072,355.78,5.61,0,0,Pune,IN
CUST_07012,1645,265.92,1.01,0,0,Chennai,IN
CUST_07013,1064,308.99,1.37,0,0,Hyderabad,IN
CUST_07014,967,812.09,3.19,0,0,Pune,IN
CUST_07015,432,554.78,5.87,0,1,Ahmedabad,IN
CUST_07016,1899,537.86,1.11,0,0,Hyderabad,IN
CUST_07017,337,433.88,0.57,2,0,Bangalore,IN
CUST_07018,21,1167.95,1.7,0,0,Ahmedabad,IN
CUST_07019,853,964.18,0.69,0,1,Hyderabad,IN
CUST_07020,308,1292.27,3.31,0,0,Bangalore,IN
CUST_07021,138,320.91,2.75,0,0,Ahmedabad,IN
CUST_07022,639,628.79,3.09,0,0,Mumbai,IN
CUST_07023,409,402.86,5.02,0,0,Chennai,IN
CUST_07024,1102,121.59,6.9,0,1,Delhi,IN
CUST_07025,678,1888.05,2.21,0,0,Ahmedabad,IN
CUST_07026,126,326.9,0.97,1,0,Delhi,IN
CUST_07027,1218,456.45,3.3,5,1,Ahmedabad,IN
CUST_07028,137,251.87,7.94,0,0,Bangalore,IN
CUST_07029,1304,504.28,4.89,0,1,Hyderabad,IN
CUST_07030,707,546.9,1.9,1,1,Chennai,IN
CUST_07031,1901,209.73,1.49,0,0,Mumbai,IN
CUST_07032,563,1828.96,1.14,0,0,Chennai,IN
CUST_07033,1681,1182.3,1.9,0,1,Pune,IN
CUST_07034,1197,196.69,3.52,0,0,Kolkata,IN
CUST_07035,753,534.69,4.25,0,0,Pune,IN
CUST_07036,1914,1155.16,0.56,0,0,Kolkata,IN
CUST_07037,1150,485.08,1.72,0,0,Pune,IN
CUST_07038,159,278.8,4.82,0,0,Chennai,IN
CUST_07039,211,270.41,0.95,0,0,Bangalore,IN
CUST_07040,574,115.6,1.86,0,0,Chennai,IN
CUST_07041,539,598.62,2.36,0,0,Bangalore,IN
CUST_07042,260,736.13,4.61,0,1,Delhi,IN
CUST_07043,677,268.28,7.34,0,0,Kolkata,IN
CUST_07044,1980,675.39,1.61,0,0,Pune,IN
CUST_07045,429,398.47,0.78,0,0,Ahmedabad,IN
CUST_07046,6,767.78,3.57,0,0,Bangalore,IN
CUST_07047,444,1437.99,3.28,0,0,Chennai,IN
CUST_07048,1904,523.07,0.84,0,1,Delhi,IN
CUST_07049,294,294.03,0.39,6,0,Bangalore,IN
CUST_07050,974,413.74,2.2,0,0,Bangalore,IN
CUST_07051,663,242.93,4.06,0,1,Mumbai,IN
CUST_07052,1835,64.98,5.59,1,2,Delhi,IN
CUST_07053,281,356.45,8.14,3,2,Mumbai,IN
CUST_07054,872,432.14,4.97,0,0,Ahmedabad,IN
CUST_07055,670,2220.55,3.43,0,1,Ahmedabad,IN
CUST_07056,1025,749.69,5.17,0,2,Pune,IN
CUST_07057,494,700.03,2.34,0,0,Delhi,IN
CUST_07058,773,145.39,4.14,0,0,Kolkata,IN
CUST_07059,1447,405.44,6.02,0,0,Kolkata,IN
CUST_07060,728,1469.56,4.48,0,0,Ahmedabad,IN
CUST_07061,1718,145.83,6.38,0,1,Pune,IN
CUST_07062,1087,159.45,2.82,0,0,Hyderabad,IN
CUST_07063,1809,1016.28,1.97,0,1,Delhi,IN
CUST_07064,1957,606.9,2.11,0,0,Chennai,IN
CUST_07065,1937,206.72,3.75,3,0,Bangalore,IN
CUST_07066,1457,276.05,2.06,0,0,Pune,IN
CUST_07067,1721,1098.42,5.5,0,1,Bangalore,IN
CUST_07068,1148,6136.33,2.58,0,1,Kolkata,IN
CUST_07069,1004,1038.76,5.99,0,0,Ahmedabad,IN
CUST_07070,1404,367.41,1.65,0,0,Pune,IN
CUST_07071,1143,536.53,2.9,0,2,Delhi,IN
CUST_07072,1336,352.59,1.96,0,0,Kolkata,IN
CUST_07073,365,413.37,6.3,0,0,Hyderabad,IN
CUST_07074,1774,797.24,6.44,0,0,Mumbai,IN
CUST_07075,1752,422.93,1.63,0,1,Hyderabad,IN
CUST_07076,1579,503.29,0.25,0,0,Ahmedabad,IN
CUST_07077,1492,116.51,1.17,0,1,Hyderabad,IN
CUST_07078,438,1567.1,5.34,0,0,Kolkata,IN
CUST_07079,784,396.72,1.63,0,0,Chennai,IN
CUST_07080,367,627.85,1.28,0,0,Hyderabad,IN
CUST_07081,402,324.09,2.01,0,0,Mumbai,IN
CUST_07082,740,513.32,2.67,0,0,Ahmedabad,IN
CUST_07083,12,1005.69,2.67,0,0,Chennai,IN
CUST_07084,673,578.66,2.07,0,1,Pune,IN
CUST_07085,1866,1433.44,6.88,0,0,Delhi,IN
CUST_07086,1876,923.98,4.24,0,1,Hyderabad,IN
CUST_07087,1030,1315.81,3.42,1,0,Pune,IN
CUST_07088,1243,269.97,0.92,0,0,Mumbai,IN
CUST_07089,69,248.09,2.38,0,0,Pune,IN
CUST_07090,1315,1644.49,2.01,0,0,Pune,IN
CUST_07091,816,180.36,11.85,0,0,Ahmedabad,IN
CUST_07092,1425,375.79,1.9,0,0,Mumbai,IN
CUST_07093,562,1363.75,2.18,0,0,Pune,IN
CUST_07094,1989,509.27,0.65,0,0,Mumbai,IN
